-,-,-,-,-,-,-,-,habitante,habitante,1.000 m³/ano,1.000 m³/ano,1.000 m³/ano,1.000 m³/ano,habitante,1.000 m³/ano,1.000 m³/ano,amostra/ano,amostra/ano,amostra/ano,amostra/ano,amostra/ano,amostra/ano
cod_munip,nome_munip,cod_prestador,nome_prestador,sigla_prestador,abrangencia_prestador,tipo_prestador,tipo_servico,pop_munip,pop_atendida_agua,vol_agua_anual,vol_agua_eta,vol_agua_desinfec,vol_agua_fluor,pop_atendida_esgoto,vol_esgoto_coletado,vol_esgoto_tratado,amostra_cloro,amostra_cloro_irregular,amostra_turbidez,"amostra_turbidez_irregular",amostra_coliformes,amostra_coliformes_irregular
316820,Sarzedo,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,34.050,30.698,"2.850,65","2.850,65",0,"2.850,65",27.524,"1.208,00",0,9.279,0,9.272,5,530,7
316830,Senador Amaral,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,5.365,3.067,"236,54","136,81","99,73","236,54",,,,4.373,0,4.386,1,172,0
316840,Senador Cortes,31656011,Prefeitura Municipal de Senador Cortes,PMSC,Local,Administração pública direta,Água e Esgoto,2.001,1.522,240,200,40,220,1.423,158,0,4.800,0,4.850,46,380,6
316850,Senador Firmino,31657011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Autarquia,Água e Esgoto,7.902,7.902,"458,57","458,57",0,"458,34",4.614,"140,48",0,3.805,0,3.808,0,261,0
316860,Senador José Bento,31658011,Prefeitura Municipal de Senador José Bento,PMSJB,Local,Administração pública direta,Água e Esgoto,1.422,520,126,126,0,0,520,95,0,5.760,0,5.760,0,84,0
316870,Senador Modestino Gonçalves,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,4.056,1.738,"109,79",0,"109,79","109,79",,,,439,0,439,0,161,0
316880,Senhora de Oliveira,31660011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Autarquia,Água e Esgoto,5.786,3.315,"233,39","233,39",0,0,3.315,"233,39","233,39",147,0,147,0,147,0
316890,Senhora do Porto,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,3.516,1.306,"91,31","45,66","45,65","91,31",,,,2.637,0,2.635,1,168,0
316900,Senhora dos Remédios,31662011,Prefeitura Municipal de Senhora dos Remédios,PMSR,Local,Administração pública direta,Água e Esgoto,10.474,6.950,468,128,"251,6",0,4.697,255,0,400,40,400,40,12,2
316905,Sericita,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,7.340,3.878,"226,29","226,29",0,"226,29",,,,2.684,0,2.684,1,105,0
316910,Seritinga,31664011,Prefeitura Municipal de Seritinga,PMS,Local,Administração pública direta,Água e Esgoto,1.857,1.580,"90,13","90,13",0,0,1.580,"73,56",0,3.285,0,3.285,0,47,0
316920,Serra Azul de Minas,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,4.292,1.508,"104,33",0,"104,33","104,33",1.092,"41,96",0,485,8,483,2,147,0
316930,Serra da Saudade,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,771,498,"51,18",0,"51,18","51,18",468,"29,94","22,03",257,0,257,1,140,0
316935,Serra do Salitre,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,11.750,8.033,"631,18","631,18",0,"631,18",,,,4.648,4,4.635,16,368,0
316940,Serra dos Aimorés,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,8.725,5.724,"386,01","386,01",0,"386,01",3.191,"107,62","107,62",3.792,0,3.785,34,139,0
316960,Serrania,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,7.667,6.265,"468,23","468,23",0,"468,23",,,,3.287,0,3.266,4,167,1
316970,Serranópolis de Minas,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,4.836,1.862,"107,84","107,84",0,"107,84",,,,4.945,6,4.871,29,259,0
316980,Serro,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,20.915,10.558,"688,8","688,8",0,"688,8",8.082,"297,15","297,15",4.082,0,4.091,21,487,1
317000,Sete Lagoas,31672011,"Serviço Autônomo de Água, Esgoto e Saneamento Urbano",SAAE,Local,Autarquia,Água e Esgoto,243.950,242.803,"25.395,80","7.307,20","18.088,60","7.307,20",235.251,"11.403,18","2.775,10",12.302,32,12.265,62,9.169,12
317005,Setubinha,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Empresa pública,Água e Esgotos,12.493,4.539,"184,64","144,59","40,04","104,64",2.280,"79,02",0,6.721,11,6.730,94,400,0
317010,Silveirânia,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,2.267,1.494,89,0,89,89,,,,573,0,377,8,145,0
317020,Silvianópolis,31674011,Prefeitura Municipal de Silvianópolis,PMS,Local,Administração pública direta,Água e Esgoto,6.258,3.769,432,432,0,432,3.769,135,0,8.600,0,8.600,0,84,0
317030,Simão Pereira,31675011,Prefeitura Municipal de Simão Pereira,PMSP,Local,Administração pública direta,Água e Esgoto,2.621,2.618,100,100,0,0,2.615,50,0,1,0,1,0,1,0
317040,Simonésia,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,19.834,6.134,"498,85","498,85",0,"498,85",,,,3.554,2,3.554,0,241,3
317043,Sobrália,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,5.476,3.193,"238,5","238,5",0,"238,5",,,,2.660,0,2.642,0,127,0
317047,Soledade de Minas,31678011,SAAE - Serviço Autônomo de Água e Esgoto,SAAE,Local,Autarquia,Água e Esgoto,6.226,4.125,"763,66","763,66",0,0,4.125,"109,2",0,4.392,345,4.392,7,72,4
317050,Tabuleiro,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,3.669,2.535,"183,26","183,26",0,"183,26",,,,1.590,0,1.569,2,145,3
317052,Taiobeiras,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,34.653,23.573,"1.286,42","428,81","857,61","1.286,42",14.772,"453,29","453,29",3.753,0,3.754,3,500,3
317060,Taparuba,31680511,Serviço Autônomo de Água e Esgotos de Taparuba,SAAE,Local,Autarquia,Água e Esgoto,3.093,1.385,260,260,0,0,1.385,120,0,8.853,229,9.000,215,300,0
317065,Tapira,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,4.890,2.835,"251,16",0,"251,16","251,16",,,,870,0,870,0,142,2
317070,Tapiraí,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,1.869,932,"68,46","7,54","60,92","68,46",,,,1.402,0,1.076,0,267,0
317075,Taquaraçu de Minas,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,4.120,1.885,"269,22","64,43","204,79","269,22",956,"48,42",0,5.610,1,5.576,2,305,0
317080,Tarumirim,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,14.280,7.641,"599,56","424,04","175,52","599,56",,,,4.557,37,4.553,16,625,2
317090,Teixeiras,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,11.680,7.625,"597,33","597,33",0,"597,33",,,,3.626,0,3.584,0,234,1
317100,Teófilo Otoni,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,141.269,97.486,"8.153,01","8.022,74","130,27","8.153,01",87.184,"3.493,60","3.197,10",10.323,0,10.227,7,1.297,5
317107,Timóteo,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,91.268,79.040,"7.247,28","3.623,64","3.623,64","7.247,28",79.142,"2.765,02","2.468,85",6.016,0,5.875,9,1.005,0
317110,Tiradentes,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,8.160,5.207,"725,86","362,93","362,93","725,86",3.922,"275,63",0,9.635,0,9.629,5,170,0
317115,Tiros,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,6.369,4.453,427,427,0,427,,,,4.417,1,4.417,0,135,0
317120,Tocantins,31690011,Prefeitura Municipal de Tocantins,PMT,Local,Administração pública direta,Água e Esgoto,16.769,16.769,"1.664,00","1.250,00",350,0,16.769,"1.036,00",0,4.481,123,4.481,47,384,9
317130,Tocos do Moji,31690511,Prefeitura Municipal de Tocos do Moji,PMTM,Local,Administração pública direta,Água,4.117,2.500,"121,02","104,69","16,33","104,69",,,,4.369,0,4.369,580,205,0
317140,Toledo,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,6.336,2.368,"344,37","344,37",0,"344,37",,,,8.124,1,8.142,2,137,5
317160,Tombos,31692011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Autarquia,Água e Esgoto,7.683,6.307,450,410,0,410,6.307,328,0,6.858,0,8.236,0,300,0
317180,Três Corações,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,80.561,65.393,"5.785,39","5.785,39",0,"5.785,39",62.802,"2.718,00","877,96",6.668,1,6.559,2,904,1
317190,Três Marias,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,33.062,27.863,"2.440,16","2.440,16",0,"2.440,16",21.320,"853,83","853,83",5.061,0,5.061,1,744,2
317200,Três Pontas,31694011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Autarquia,Água e Esgoto,57.127,57.127,"4.945,81","4.877,15","68,66","4.925,21",56.899,"2.674,26","54,93",12.660,0,12.638,113,930,3
317210,Tumiritinga,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,6.797,4.180,"339,39","339,39",0,"339,39",,,,4.496,0,4.496,2,187,0
317220,Tupaciguara,31696011,Departamento de Água e Esgoto,DAE,Local,Autarquia,Água e Esgoto,25.466,25.453,"3.399,59","2.147,21","1.252,38",0,25.453,"2.719,67",0,6.840,0,6.840,5,2.592,0
,Turmalina,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,20.280,14.148,"736,29","736,29",0,"736,29",12.009,"376,98","376,98",4.018,2,4.015,5,453,0
,Turvolândia,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,5.099,3.139,"278,33","278,33",0,"278,33",,,,4.434,0,4.426,0,131,0
,Ubá,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,117.995,96.164,"7.361,24","5.520,93","1.840,31","7.361,24",86.333,"2.944,02",0,14.015,0,13.762,1,1.243,7
,Ubaí,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,12.661,4.541,"294,58",0,"294,58","294,58",,,,648,0,636,0,136,0
,Ubaporanga,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,12.514,5.712,"363,33","363,33",0,"363,33",,,,3.774,9,3.777,17,142,0
,Uberaba,31701011,"Companhia Operacional de Desenvolvimento, Saneamento e Ações Urbanas de Uberaba",CODAU,Local,Autarquia,Água e Esgoto,340.277,339.596,"37.993,05","35.321,15","2.671,90","37.993,04",335.172,"21.320,53","21.240,00",19.401,44,19.696,1,6.147,0
,Uberlândia,31702011,Departamento Municipal de Água e Esgoto,DMAE,Local,Autarquia,Água e Esgoto,706.597,706.597,"86.321,59","85.825,00","496,59","86.321,59",694.146,"52.441,78","52.441,78",24.826,111,24.843,48,4.996,3
,Umburatiba,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Empresa pública,Água e Esgotos,2.582,2.104,"148,91","148,91",0,"148,91",1.740,"30,94","30,94",5.535,109,5.457,14,308,0
,Unaí,31704011,Serviço Municipal de Saneamento Básico,SAAE,Local,Autarquia,Água e Esgoto,85.461,71.754,"7.364,00","6.272,11","1.091,67","6.272,11",61.865,"4.007,29","2.934,65",10.448,32,7.691,304,4.153,32
,União de Minas,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,4.265,2.221,"148,04",0,"148,04","148,04",2.260,"99,17","76,88",611,0,263,0,104,0
,Uruana de Minas,31704711,Prefeitura Municipal de Uruana de Minas,PMUM,Local,Administração pública direta,Água e Esgoto,3.256,2.500,300,300,0,0,2.500,120,120,3.720,15,3.720,52,12,0
,Urucânia,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,10.333,7.442,"450,43","187,68","262,75","450,43",,,,5.378,2,5.378,3,244,0
,Urucuia,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,17.470,6.765,"294,32","294,32",0,"294,32",,,,2.774,0,2.774,9,172,0
,Vargem Alegre,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,6.460,4.543,"370,6","370,6",0,"370,6",,,,2.702,0,2.700,10,95,1
,Vargem Bonita,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,2.143,1.166,"156,79",0,"156,79","156,79",,,,1.000,0,974,0,272,0
,Vargem Grande do Rio Pardo,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,5.045,2.574,"126,24","126,24",0,"126,24",,,,2.684,0,2.684,0,133,0
,Varginha,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,137.608,126.672,"11.371,78","6.823,07","4.548,71","11.371,78",124.749,"5.698,33","5.387,03",11.049,0,10.947,3,1.328,10
,Varjão de Minas,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,7.235,5.762,"377,87","377,87",0,"377,87",,,,1.963,0,1.959,6,171,0
,Várzea da Palma,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,40.101,31.287,"1.986,42","1.036,17","950,25","1.986,42",9.833,"345,38","345,38",8.019,1,8.190,9,748,4
,Varzelândia,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,19.290,9.187,"566,93",0,"566,93","566,93",1.485,"57,05","57,05",1.635,0,1.575,0,528,0
,Vazante,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,20.692,15.847,"1.384,44","1.342,52","41,92","1.384,44",14.213,"712,28","694,4",5.974,0,5.974,0,652,0
,Verdelândia,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,9.527,5.010,"306,42","291,05","15,37","306,42",,,,6.945,15,6.886,0,428,0
,Veredinha,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Empresa pública,Água e Esgotos,5.733,4.229,"171,56","171,56",0,"115,62",3.880,"123,65","123,65",5.019,3,5.019,21,471,2
,Veríssimo,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,4.090,2.287,"220,45",0,"220,45","220,45",,,,866,0,334,0,138,0
,Vermelho Novo,31711511,Serviço Autônomo de Água e Esgoto,SAAE,Local,Autarquia,Água e Esgoto,4.852,1.914,194,194,0,187,1.911,"70,38",0,1.870,0,1.870,0,243,0
,Vespasiano,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,131.849,111.164,"11.231,44","6.738,86","4.492,58","11.231,44",105.230,"3.571,39","3.454,93",6.899,12,6.885,8,1.204,23
,Viçosa,31713011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Autarquia,Água e Esgoto,79.910,76.713,"6.570,28","5.849,43","395,25","5.849,43",66.325,"2.850,00","20,2",10.685,136,10.731,15,3.758,29
,Vieiras,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,3.570,1.817,"166,83","73,74","93,09","166,83",,,,3.157,0,3.172,4,259,10
,Virgem da Lapa,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,13.729,7.053,"467,53","467,53",0,"467,53",,,,2.943,0,2.944,2,186,0
,Virginópolis,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,10.459,6.338,"392,04","354,34","37,7","392,04",,,,4.042,0,3.992,0,287,0
,Virgolândia,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,5.303,3.375,"202,79","202,79",0,"202,79",,,,2.920,1,2.884,0,247,0
,Visconde do Rio Branco,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,43.351,32.716,"2.567,85","2.567,85",0,"2.567,85",30.289,"1.204,14",0,5.872,0,5.713,10,715,6
,Volta Grande,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,5.270,3.318,"279,04","279,04",0,"279,04",,,,3.898,2,3.902,292,133,1
,Wenceslau Braz,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,2.543,1.123,"69,96","69,96",0,"69,96",,,,1.434,0,1.436,0,106,0
